case_id,merchant_name,mcc_category,archetype,merchant_tenure_days,avg_daily_txn_30d,volume_spike_ratio,refund_rate_30d,chargeback_rate_90d,kyc_completeness_score,bank_account_changed_flag,days_since_bank_change,customer_complaint_count_30d,device_ip_diversity_score,night_txn_ratio,is_festive_period,prior_flags_count,prior_flags_confirmed_fraud,avg_ticket_size,ticket_size_change_ratio,label_is_fraud,risk_score,decision_tier,naive_freeze
CASE00550,"Baker, Clark and Armstrong",beauty_cosmetics,organic_growth,400,99.3,1.25,0.061,0.0022,0.99,0,624,0,0.37,0.06,0,0,0,883.0,1.16,0,0.031069595,auto_clear,0
CASE00551,"Fowler, Jimenez and Burton",education,festive_spike,1095,99.3,2.91,0.099,0.0,0.84,0,427,0,0.32,0.1,1,0,0,1032.0,1.05,0,0.019514024,auto_clear,1
CASE00552,May-Turner,education,festive_spike,222,88.3,3.94,0.063,0.0031,0.99,0,809,0,0.19,0.05,1,0,0,941.0,0.89,0,0.08125299,auto_clear,1
CASE00553,Ballard Ltd,fashion_apparel,bank_account_update,300,107.8,1.04,0.012,0.0072,0.84,1,3,0,0.24,0.09,0,0,0,695.0,1.25,1,0.15920109,auto_clear,1
CASE00554,Evans-Jones,food_delivery,organic_growth,400,114.6,1.09,0.042,0.0047,0.87,0,540,0,0.18,0.06,0,0,0,1552.0,0.98,0,0.040480945,auto_clear,0
CASE00555,Moore Group,food_delivery,festive_spike,1532,58.3,2.99,0.087,0.0041,0.86,0,860,0,0.3,0.02,1,0,0,870.0,0.81,0,0.022706008,auto_clear,1
CASE00556,Marshall-Peterson,electronics,bank_account_update,848,7.6,1.23,0.027,0.0037,0.82,1,6,0,0.39,0.16,0,0,0,50.0,0.88,0,0.008694226,auto_clear,1
CASE00557,Edwards Ltd,travel_hospitality,organic_growth,400,191.9,1.13,0.024,0.0,1.0,0,585,1,0.16,0.03,0,0,0,317.0,1.02,0,0.08178659,auto_clear,0
CASE00558,Gross-Valencia,saas_subscription,bank_account_update,717,203.1,1.18,0.023,0.0109,0.82,1,1,0,0.11,0.12,0,1,0,1852.0,1.02,0,0.056767225,auto_clear,1
CASE00559,Anderson-Wood,saas_subscription,festive_spike,799,110.9,4.85,0.083,0.0037,0.91,0,629,0,0.32,0.0,1,0,0,91.0,0.84,0,0.1462001,auto_clear,1
CASE00560,"Rodriguez, Allen and Martinez",education,organic_growth,742,104.9,1.23,0.025,0.0021,1.0,0,618,0,0.54,0.06,0,1,0,1297.0,1.09,0,0.012605936,auto_clear,0
CASE00561,Wright-Davis,travel_hospitality,bank_account_update,300,144.5,1.19,0.045,0.0058,0.9,1,3,0,0.34,0.08,0,0,0,1697.0,1.09,1,0.40489835,agent_review,1
CASE00562,Dougherty-Lin,saas_subscription,card_testing_mule,45,87.2,3.87,0.042,0.1032,0.46,0,592,0,0.75,0.36,0,1,0,191.0,0.42,1,0.9261419,escalate,1
CASE00563,Wright-Grimes,food_delivery,festive_spike,528,197.6,3.56,0.113,0.0099,0.94,0,561,1,0.35,0.09,1,0,0,50.0,1.05,0,0.037776526,auto_clear,1
CASE00564,Li PLC,fashion_apparel,account_takeover,471,221.0,2.74,0.034,0.0182,0.96,1,3,2,0.9,0.33,0,0,0,50.0,1.05,1,0.9357623,escalate,1
CASE00565,"Edwards, Hines and Jimenez",fashion_apparel,festive_spike,532,114.9,5.64,0.101,0.009,0.9,0,508,0,0.4,0.09,1,1,0,1062.0,1.03,0,0.37478313,agent_review,1
CASE00566,"Owens, Koch and Jimenez",beauty_cosmetics,account_takeover,1591,61.9,2.1,0.031,0.018,0.97,1,3,2,0.94,0.37,0,0,0,1226.0,1.03,0,0.18564771,auto_clear,1
CASE00567,Landry PLC,beauty_cosmetics,bank_account_update,647,53.6,1.12,0.002,0.0,0.85,1,6,0,0.22,0.08,0,0,0,486.0,1.2,0,0.023607934,auto_clear,1
CASE00568,Levy-Lewis,home_decor,card_testing_mule,57,178.5,2.63,0.036,0.0709,0.74,0,684,1,0.71,0.37,0,2,0,138.0,0.72,1,0.8871023,escalate,1
CASE00569,Williams-Campbell,saas_subscription,card_testing_mule,20,64.8,7.69,0.079,0.0491,0.75,0,358,1,0.95,0.3,0,2,0,44.0,0.56,1,0.9838161,escalate,1
CASE00570,"Khan, Pena and Ruiz",handicrafts_d2c,festive_spike,890,125.6,5.55,0.075,0.0035,0.88,0,526,0,0.44,0.11,1,0,0,925.0,1.21,0,0.08051368,auto_clear,1
CASE00571,"Smith, Rodriguez and Anderson",beauty_cosmetics,organic_growth,400,109.3,1.33,0.045,0.003,0.88,0,691,0,0.34,0.08,0,0,0,127.0,0.99,0,0.048282314,auto_clear,0
CASE00572,Luna-Gallagher,travel_hospitality,bank_account_update,300,199.9,1.18,0.03,0.0134,0.93,1,4,0,0.17,0.04,0,0,0,1572.0,0.92,0,0.026983606,auto_clear,1
CASE00573,Williams-Williams,electronics,bank_account_update,344,58.4,1.31,0.043,0.0093,1.0,1,7,0,0.08,0.14,0,0,0,883.0,0.88,0,0.023702195,auto_clear,1
CASE00574,"Lee, Tran and Jones",fashion_apparel,bank_account_update,1345,194.4,1.14,0.04,0.0105,0.88,1,6,0,0.42,0.14,0,0,0,1016.0,0.96,0,0.0059120017,auto_clear,1
CASE00575,"Cole, Pierce and Bryan",handicrafts_d2c,organic_growth,722,149.6,1.08,0.06,0.0035,1.0,0,469,0,0.41,0.05,0,0,0,50.0,1.06,0,0.012421743,auto_clear,0
CASE00576,"Becker, Wilson and Hester",fashion_apparel,organic_growth,400,74.9,0.97,0.048,0.003,0.86,0,831,0,0.37,0.11,0,1,0,1872.0,1.31,0,0.036173344,auto_clear,0
CASE00577,Brooks-Hatfield,handicrafts_d2c,festive_spike,230,108.0,5.48,0.148,0.0038,0.89,0,391,0,0.21,0.02,1,0,0,962.0,0.91,1,0.36013347,agent_review,1
CASE00578,"Mcmillan, Fischer and Gonzalez",education,card_testing_mule,57,178.6,5.04,0.039,0.093,0.73,0,786,0,0.62,0.2,0,0,0,197.0,0.12,1,0.96568185,escalate,1
CASE00579,"Morales, Williams and Williams",saas_subscription,card_testing_mule,53,142.4,7.81,0.048,0.0516,0.63,0,419,1,0.81,0.27,0,0,0,254.0,0.21,1,0.99626464,escalate,1
CASE00580,"Cook, Wells and Bryant",saas_subscription,account_takeover,486,205.0,2.2,0.052,0.0126,0.79,1,0,1,0.86,0.17,0,0,0,680.0,1.1,1,0.6633556,agent_review,1
CASE00581,"Barry, Taylor and Velazquez",saas_subscription,bank_account_update,300,117.9,0.93,0.078,0.0054,0.99,1,0,0,0.56,0.03,0,1,0,1425.0,1.08,1,0.6287356,agent_review,1
CASE00582,Martin-Ewing,education,organic_growth,521,111.4,1.19,0.05,0.0007,0.98,0,321,0,0.46,0.12,0,0,0,1381.0,0.99,0,0.015528544,auto_clear,0
CASE00583,"Kirby, Wheeler and Romero",home_decor,card_testing_mule,31,91.9,4.54,0.038,0.0479,0.49,0,592,1,0.74,0.2,0,2,0,241.0,0.58,1,0.9217429,escalate,1
CASE00584,"Patel, Erickson and Evans",travel_hospitality,account_takeover,514,112.7,2.02,0.032,0.0286,0.92,1,4,1,0.63,0.21,0,0,0,386.0,0.95,1,0.7583712,escalate,1
CASE00585,Richardson Ltd,grocery,card_testing_mule,67,130.8,5.65,0.045,0.0795,0.65,0,743,0,0.78,0.36,0,1,1,170.0,0.42,1,0.9818279,escalate,1
CASE00586,Whitney PLC,handicrafts_d2c,organic_growth,479,99.0,1.07,0.019,0.0037,0.93,0,270,0,0.28,0.05,0,0,0,212.0,1.05,0,0.050443467,auto_clear,0
CASE00587,Robles-Swanson,beauty_cosmetics,festive_spike,442,57.8,2.83,0.099,0.0054,0.9,0,850,1,0.3,0.08,1,0,0,441.0,1.0,0,0.041604713,auto_clear,1
CASE00588,"Soto, Carlson and Baker",education,account_takeover,524,141.0,2.79,0.033,0.0184,0.79,1,0,2,0.62,0.52,0,0,0,1183.0,1.0,1,0.94171566,escalate,1
CASE00589,"Patton, Parsons and Lane",education,bank_account_update,300,53.8,0.98,0.024,0.006,0.88,1,6,0,0.34,0.06,0,0,0,1386.0,1.06,0,0.07040713,auto_clear,1
CASE00590,"Williams, Castillo and Warren",travel_hospitality,festive_spike,559,154.3,5.48,0.099,0.0068,0.92,0,758,0,0.36,0.05,1,0,0,727.0,0.94,0,0.21378486,agent_review,1
CASE00591,"Harvey, Randall and Hernandez",grocery,card_testing_mule,62,5.0,5.92,0.043,0.0586,0.75,0,899,0,0.88,0.32,0,3,0,160.0,0.48,1,0.98834956,escalate,1
CASE00592,"Allen, Armstrong and Graves",education,festive_spike,180,148.3,5.7,0.138,0.0024,0.96,0,861,1,0.35,0.02,1,0,0,908.0,1.03,0,0.26053053,agent_review,1
CASE00593,Smith LLC,fashion_apparel,account_takeover,318,179.1,2.61,0.054,0.0277,0.9,1,3,1,0.73,0.16,0,3,0,685.0,0.93,0,0.52758014,agent_review,1
CASE00594,Hernandez-Vaughn,fashion_apparel,festive_spike,768,203.6,3.57,0.063,0.0034,0.9,0,272,0,0.26,0.04,1,0,0,631.0,0.92,0,0.0393662,auto_clear,1
CASE00595,Shaw-Carr,food_delivery,card_testing_mule,52,98.4,7.87,0.049,0.0978,0.51,0,565,1,0.74,0.35,0,0,1,170.0,0.73,1,0.99782467,escalate,1
CASE00596,Salas-Fitzgerald,travel_hospitality,account_takeover,334,5.0,2.4,0.051,0.013,0.92,1,3,4,0.51,0.34,0,0,0,594.0,0.97,0,0.3690407,agent_review,1
CASE00597,Thornton PLC,saas_subscription,account_takeover,1408,12.4,1.5,0.02,0.0356,0.97,1,2,1,0.87,0.13,0,0,0,722.0,0.98,0,0.072620295,auto_clear,1
CASE00598,Hoffman Ltd,beauty_cosmetics,festive_spike,226,122.7,3.21,0.086,0.0078,0.94,0,844,0,0.24,0.09,1,1,0,1383.0,1.09,0,0.025727514,auto_clear,1
CASE00599,Fox-Edwards,electronics,organic_growth,701,87.7,1.2,0.056,0.0021,0.93,0,441,0,0.4,0.12,0,0,0,1246.0,0.93,0,0.017049257,auto_clear,0
CASE00600,Stevens PLC,beauty_cosmetics,bank_account_update,395,28.6,0.69,0.047,0.0017,0.87,1,2,0,0.57,0.0,0,0,0,347.0,0.93,0,0.15634774,auto_clear,1
CASE00601,Payne-Lowe,grocery,organic_growth,400,151.2,1.2,0.019,0.0031,0.98,0,333,0,0.45,0.08,0,1,0,729.0,0.98,0,0.037298907,auto_clear,0
CASE00602,"Becker, Lara and Baker",travel_hospitality,festive_spike,747,147.7,4.68,0.048,0.0056,0.88,0,519,0,0.41,0.11,1,0,0,783.0,0.93,0,0.07468585,auto_clear,1
CASE00603,Lee-Wright,fashion_apparel,card_testing_mule,7,111.9,5.84,0.062,0.069,0.49,0,538,0,0.8,0.24,0,0,1,307.0,0.48,1,0.9659768,escalate,1
CASE00604,"Evans, David and Hendrix",home_decor,festive_spike,459,134.8,3.99,0.127,0.0008,0.97,0,836,0,0.32,0.18,1,0,0,1370.0,0.98,0,0.13983281,auto_clear,1
CASE00605,Bush-Vaughn,home_decor,bank_account_update,902,84.4,1.42,0.022,0.0083,0.96,1,5,0,0.25,0.16,0,0,0,1464.0,1.03,0,0.012051565,auto_clear,1
CASE00606,Stewart-Bailey,electronics,account_takeover,127,21.7,2.44,0.06,0.0226,0.87,1,4,2,0.55,0.18,0,0,0,556.0,0.93,1,0.77698934,escalate,1
CASE00607,"Hill, Martinez and Rhodes",food_delivery,festive_spike,581,155.4,4.61,0.105,0.0103,0.91,0,450,0,0.38,0.12,1,1,0,413.0,1.06,0,0.1266921,auto_clear,1
CASE00608,Huang-Foster,travel_hospitality,bank_account_update,467,97.1,1.03,0.042,0.0058,0.87,1,4,0,0.49,0.06,0,0,0,504.0,0.88,0,0.044810355,auto_clear,1
CASE00609,Blevins-Ballard,education,organic_growth,772,143.7,1.25,0.015,0.0013,0.96,0,831,0,0.28,0.06,0,0,0,1059.0,1.03,0,0.039181974,auto_clear,0
CASE00610,Williams-Moses,home_decor,festive_spike,1419,127.1,2.69,0.07,0.0018,0.93,0,458,0,0.21,0.08,1,0,0,1209.0,0.99,0,0.026531724,auto_clear,1
CASE00611,Reed Group,home_decor,bank_account_update,332,54.5,1.12,0.052,0.0032,0.96,1,9,0,0.19,0.07,0,0,0,681.0,0.91,1,0.07005629,auto_clear,1
CASE00612,"Scott, Mendoza and Harris",fashion_apparel,organic_growth,589,145.9,1.18,0.046,0.0021,0.94,0,799,0,0.48,0.1,0,0,0,1509.0,0.9,0,0.013718486,auto_clear,0
CASE00613,"Nelson, Hoffman and Nelson",grocery,bank_account_update,300,73.8,1.34,0.038,0.0124,0.89,1,6,0,0.26,0.03,0,0,0,821.0,0.83,0,0.017261218,auto_clear,1
CASE00614,Gilbert PLC,electronics,card_testing_mule,59,128.5,7.16,0.02,0.0411,0.8,0,558,0,1.0,0.53,0,1,0,161.0,0.65,1,0.9925782,escalate,1
CASE00615,Sanchez Ltd,grocery,organic_growth,410,25.7,0.9,0.044,0.0041,0.99,0,821,0,0.3,0.0,0,0,0,806.0,0.89,0,0.103225335,auto_clear,0
CASE00616,"Perez, Hall and Garcia",electronics,card_testing_mule,45,95.0,4.65,0.068,0.0302,0.89,0,756,0,0.65,0.37,0,2,1,20.0,0.56,0,0.32020423,agent_review,1
CASE00617,Love-Garcia,saas_subscription,festive_spike,288,65.1,5.25,0.067,0.0055,0.94,0,301,1,0.26,0.12,1,0,0,456.0,1.09,0,0.20142213,agent_review,1
CASE00618,Smith PLC,education,organic_growth,400,134.7,1.2,0.05,0.0029,1.0,0,865,1,0.4,0.13,0,2,0,1437.0,0.98,0,0.035832644,auto_clear,0
CASE00619,Russell Group,fashion_apparel,bank_account_update,300,124.2,0.97,0.018,0.0067,0.76,1,0,0,0.26,0.08,0,1,0,875.0,1.03,0,0.07368591,auto_clear,1
CASE00620,Santos-Avila,saas_subscription,account_takeover,902,30.7,2.07,0.034,0.0253,0.84,1,0,3,0.87,0.29,0,0,0,742.0,1.25,1,0.8913998,escalate,1
CASE00621,Morris-Brewer,handicrafts_d2c,bank_account_update,300,98.5,1.08,0.04,0.0082,0.88,1,6,0,0.32,0.07,0,0,0,929.0,0.98,0,0.033574086,auto_clear,1
CASE00622,Pearson and Sons,food_delivery,account_takeover,250,5.5,2.68,0.011,0.0306,0.93,1,0,1,0.83,0.26,0,0,0,649.0,1.08,1,0.8604095,escalate,1
CASE00623,"Rodgers, Jefferson and Johnson",education,festive_spike,180,138.8,5.33,0.119,0.0051,0.93,0,675,0,0.29,0.03,1,0,0,1499.0,0.86,0,0.5709463,agent_review,1
CASE00624,Butler and Sons,home_decor,festive_spike,248,137.1,5.33,0.143,0.0118,1.0,0,830,0,0.5,0.16,1,0,0,674.0,1.05,0,0.6815008,agent_review,1
CASE00625,Osborn Group,handicrafts_d2c,card_testing_mule,24,177.3,2.92,0.0,0.0893,0.58,0,580,0,0.74,0.25,0,2,0,242.0,0.32,1,0.7822005,escalate,1
CASE00626,Lopez-Curry,beauty_cosmetics,account_takeover,197,41.3,2.72,0.024,0.0419,0.87,1,4,0,0.8,0.4,0,1,0,917.0,0.92,1,0.8780392,escalate,1
CASE00627,Mcdowell-Smith,fashion_apparel,account_takeover,853,155.7,2.9,0.029,0.0498,0.9,1,4,1,0.48,0.24,0,0,0,965.0,1.03,1,0.31810936,agent_review,1
CASE00628,"Morrison, Hebert and Rogers",grocery,card_testing_mule,14,132.6,4.47,0.038,0.1505,0.83,0,404,0,0.64,0.4,0,0,1,124.0,0.72,1,0.96953154,escalate,1
CASE00629,Hays-Daniels,home_decor,festive_spike,559,85.9,3.27,0.093,0.0045,0.87,0,705,0,0.32,0.06,1,0,0,1211.0,1.07,0,0.055059977,auto_clear,1
CASE00630,Small-Anderson,grocery,account_takeover,910,103.8,2.02,0.075,0.0182,0.79,1,3,3,0.37,0.47,0,0,0,1410.0,0.85,1,0.29584068,agent_review,1
CASE00631,"Mcdonald, Lee and Rodriguez",saas_subscription,festive_spike,228,132.2,2.85,0.111,0.004,0.98,0,423,1,0.38,0.16,1,0,0,160.0,1.0,0,0.095776536,auto_clear,1
CASE00632,Simon Ltd,saas_subscription,card_testing_mule,56,142.9,7.6,0.049,0.1066,0.83,0,446,0,0.91,0.19,0,1,1,239.0,0.69,1,0.9946373,escalate,1
CASE00633,Higgins-Smith,home_decor,organic_growth,420,198.4,1.11,0.039,0.0037,0.96,0,508,1,0.34,0.11,0,1,0,1159.0,1.03,0,0.04333757,auto_clear,0
CASE00634,Gibbs-Bradley,food_delivery,bank_account_update,424,87.8,0.62,0.005,0.0077,0.79,1,5,0,0.38,0.08,0,0,0,759.0,0.94,1,0.041776307,auto_clear,1
CASE00635,Thompson Ltd,fashion_apparel,card_testing_mule,41,217.4,5.04,0.035,0.0942,0.6,0,375,1,0.55,0.25,0,0,1,32.0,0.79,1,0.96563774,escalate,1
CASE00636,Wilcox-Robertson,fashion_apparel,account_takeover,405,266.1,1.83,0.033,0.0197,1.0,1,2,1,0.7,0.15,0,0,0,927.0,0.91,0,0.20870249,agent_review,1
CASE00637,Morales Inc,beauty_cosmetics,account_takeover,144,195.8,2.34,0.035,0.0137,0.88,1,3,3,0.69,0.37,0,0,0,580.0,0.93,1,0.9433148,escalate,1
CASE00638,Holden Group,home_decor,bank_account_update,591,119.5,0.97,0.068,0.0033,0.83,1,7,0,0.37,0.14,0,0,0,964.0,1.06,0,0.0851559,auto_clear,1
CASE00639,Boyle-Smith,fashion_apparel,account_takeover,931,15.1,2.14,0.036,0.0308,0.89,1,3,0,0.75,0.43,0,1,0,50.0,1.12,0,0.038507994,auto_clear,1
CASE00640,Young-Molina,grocery,festive_spike,225,128.0,3.58,0.091,0.0053,0.98,0,281,2,0.42,0.08,1,0,0,1261.0,1.11,0,0.08624175,auto_clear,1
CASE00641,Turner-Sharp,electronics,account_takeover,1393,5.0,2.15,0.0,0.0075,1.0,1,4,5,0.66,0.31,0,0,0,908.0,0.89,0,0.35243544,agent_review,1
CASE00642,Green LLC,beauty_cosmetics,account_takeover,655,154.6,2.32,0.035,0.0431,0.96,1,1,0,0.7,0.4,0,0,0,539.0,1.1,0,0.6150799,agent_review,1
CASE00643,"Young, Contreras and Marshall",fashion_apparel,festive_spike,681,181.1,6.0,0.122,0.0128,0.95,0,476,0,0.26,0.0,1,0,0,390.0,1.02,0,0.9544751,escalate,1
CASE00644,Sullivan PLC,travel_hospitality,card_testing_mule,4,168.0,2.8,0.02,0.11,0.51,0,702,0,0.97,0.16,0,2,1,112.0,0.54,1,0.90918905,escalate,1
CASE00645,"Carrillo, Vaughn and Fowler",beauty_cosmetics,account_takeover,354,36.3,3.11,0.012,0.0156,0.78,1,4,2,0.8,0.41,0,0,0,1475.0,0.99,1,0.92729956,escalate,1
CASE00646,Richardson-Walker,saas_subscription,card_testing_mule,68,109.7,6.09,0.035,0.0871,0.82,0,731,0,0.87,0.3,0,1,1,312.0,0.85,1,0.97773355,escalate,1
CASE00647,Mendoza Group,education,card_testing_mule,25,151.5,6.25,0.048,0.0233,0.34,0,674,0,0.7,0.46,0,0,1,150.0,0.59,1,0.99822396,escalate,1
CASE00648,"Zhang, Brooks and Miles",saas_subscription,card_testing_mule,63,87.7,2.51,0.06,0.0124,0.74,0,387,0,0.88,0.23,0,1,0,95.0,0.27,0,0.40840995,agent_review,1
CASE00649,Todd-Pham,electronics,festive_spike,180,118.4,3.49,0.047,0.0094,0.92,0,483,0,0.3,0.02,1,0,0,260.0,0.99,0,0.034382362,auto_clear,1
CASE00650,Gill Ltd,education,organic_growth,644,168.9,1.11,0.032,0.0011,0.93,0,882,0,0.38,0.06,0,0,0,671.0,0.93,0,0.048563708,auto_clear,0
CASE00651,"Marks, Miller and Griffin",food_delivery,account_takeover,102,50.6,3.14,0.038,0.0185,0.94,1,1,3,0.6,0.14,0,0,0,1134.0,1.12,1,0.95304435,escalate,1
CASE00652,"Cox, Stark and Rodriguez",grocery,festive_spike,231,148.5,3.13,0.135,0.0076,1.0,0,359,0,0.32,0.08,1,0,0,1149.0,1.15,0,0.07040522,auto_clear,1
CASE00653,"Leach, Harris and Herrera",handicrafts_d2c,card_testing_mule,15,121.0,3.99,0.026,0.074,0.57,0,382,1,0.74,0.18,0,1,1,266.0,0.52,1,0.8235342,escalate,1
CASE00654,Murphy PLC,handicrafts_d2c,card_testing_mule,31,142.3,5.0,0.039,0.1026,0.25,0,458,0,0.66,0.29,0,0,1,354.0,0.36,1,0.93238395,escalate,1
CASE00655,Wilson-Harris,food_delivery,card_testing_mule,68,101.9,6.32,0.044,0.0665,0.67,0,882,0,1.0,0.59,0,4,1,119.0,0.72,1,0.995805,escalate,1
CASE00656,"Burns, Nolan and Griffin",travel_hospitality,bank_account_update,300,126.3,1.18,0.044,0.004,1.0,1,1,0,0.28,0.04,0,0,0,575.0,0.97,1,0.08473773,auto_clear,1
CASE00657,Chavez PLC,handicrafts_d2c,card_testing_mule,58,31.8,3.9,0.015,0.0234,0.2,0,373,0,0.58,0.37,0,0,1,166.0,0.45,1,0.8811178,escalate,1
CASE00658,Bryant-Brown,travel_hospitality,account_takeover,363,143.2,1.65,0.05,0.0159,0.99,1,0,2,0.82,0.22,0,2,0,365.0,0.93,0,0.44996268,agent_review,1
CASE00659,Chambers-Parker,grocery,bank_account_update,300,62.6,1.35,0.048,0.0124,0.92,1,0,0,0.31,0.08,0,0,0,807.0,0.88,0,0.07251861,auto_clear,1
CASE00660,Foster Inc,travel_hospitality,organic_growth,400,41.0,1.02,0.054,0.0,0.9,0,369,1,0.18,0.15,0,0,0,1519.0,1.22,0,0.03604265,auto_clear,0
CASE00661,"Robinson, Jones and Henderson",food_delivery,card_testing_mule,44,131.1,2.98,0.045,0.0277,0.52,0,770,0,0.91,0.33,0,1,0,292.0,0.41,0,0.29455736,agent_review,1
CASE00662,"Brown, Mcknight and Michael",education,card_testing_mule,5,93.8,5.25,0.044,0.0843,0.58,0,235,2,0.77,0.24,0,1,1,194.0,0.54,1,0.97543246,escalate,1
CASE00663,Andersen Group,home_decor,organic_growth,681,116.2,1.06,0.0,0.0021,0.96,0,693,1,0.16,0.02,0,1,0,1440.0,0.92,0,0.015510789,auto_clear,0
CASE00664,Mitchell and Sons,fashion_apparel,festive_spike,235,109.5,4.86,0.117,0.0124,0.92,0,745,1,0.43,0.07,1,0,0,50.0,0.98,1,0.47827223,agent_review,1
CASE00665,Cannon Ltd,home_decor,organic_growth,400,157.3,1.04,0.052,0.0008,0.96,0,698,0,0.31,0.02,0,0,0,697.0,1.18,0,0.01306667,auto_clear,0
CASE00666,"Stuart, Brooks and Vance",education,bank_account_update,533,173.0,0.66,0.038,0.0064,0.98,1,8,0,0.35,0.06,0,0,0,229.0,0.83,0,0.1537575,auto_clear,1
CASE00667,Kane-Knox,beauty_cosmetics,account_takeover,1084,99.8,1.94,0.014,0.0258,0.87,1,2,2,0.77,0.41,0,2,0,917.0,0.94,0,0.5455672,agent_review,1
CASE00668,Miller-Brandt,education,account_takeover,440,168.1,1.7,0.029,0.0192,0.9,1,4,3,0.45,0.43,0,0,0,439.0,1.09,1,0.8851609,escalate,1
CASE00669,"Anderson, Dalton and Wilson",home_decor,account_takeover,538,119.4,1.66,0.045,0.0255,0.8,1,4,4,0.74,0.24,0,1,0,522.0,1.01,0,0.27103138,agent_review,1
CASE00670,"Long, Anderson and Irwin",saas_subscription,account_takeover,1001,169.1,2.6,0.054,0.0325,1.0,1,2,4,0.78,0.35,0,0,0,50.0,0.96,1,0.8836646,escalate,1
CASE00671,Avila LLC,grocery,account_takeover,527,165.8,1.69,0.048,0.0042,0.86,1,4,2,0.85,0.5,0,0,0,50.0,0.94,0,0.225574,agent_review,1
CASE00672,Nunez-Stephens,handicrafts_d2c,festive_spike,605,104.0,3.27,0.126,0.0032,1.0,0,889,0,0.18,0.1,1,1,0,378.0,0.91,0,0.024851631,auto_clear,1
CASE00673,"Gray, Hall and Murray",grocery,festive_spike,986,124.8,4.96,0.101,0.0005,0.95,0,556,1,0.26,0.09,1,1,0,888.0,0.91,1,0.20786293,agent_review,1
CASE00674,Hill Ltd,food_delivery,festive_spike,379,206.9,3.81,0.073,0.0,0.97,0,707,2,0.31,0.0,1,0,0,962.0,1.01,0,0.38519347,agent_review,1
CASE00675,Johnson Ltd,home_decor,bank_account_update,981,215.5,1.09,0.0,0.0084,0.78,1,6,0,0.25,0.16,0,0,0,429.0,1.13,0,0.008294288,auto_clear,1
CASE00676,Mendez-Mayer,home_decor,account_takeover,438,102.0,2.15,0.095,0.0073,0.88,1,0,3,0.84,0.19,0,0,0,1231.0,1.1,1,0.7445114,escalate,1
CASE00677,Allen Inc,education,bank_account_update,491,253.1,0.76,0.035,0.0071,0.84,1,1,0,0.22,0.14,0,0,0,717.0,1.03,0,0.10424157,auto_clear,1
CASE00678,Wheeler Group,travel_hospitality,card_testing_mule,13,97.7,6.88,0.042,0.0505,0.45,0,389,0,0.47,0.24,0,2,0,225.0,0.41,1,0.99212426,escalate,1
CASE00679,"Powers, Brennan and Sanchez",handicrafts_d2c,account_takeover,293,196.9,1.8,0.06,0.0188,0.82,1,1,1,0.72,0.37,0,1,0,724.0,1.0,0,0.6310632,agent_review,1
CASE00680,Morales and Sons,saas_subscription,festive_spike,608,312.0,2.86,0.107,0.0039,0.93,0,792,1,0.27,0.07,1,0,0,513.0,0.85,0,0.05984216,auto_clear,1
CASE00681,"Robinson, Shields and Brown",saas_subscription,organic_growth,400,48.6,1.18,0.047,0.0018,1.0,0,731,0,0.37,0.05,0,1,0,895.0,1.06,0,0.080595404,auto_clear,0
CASE00682,"Holder, Young and Hendricks",saas_subscription,organic_growth,400,163.9,0.91,0.024,0.0044,0.96,0,201,0,0.34,0.11,0,0,0,950.0,1.07,0,0.09142442,auto_clear,0
CASE00683,"Flores, Harper and Chambers",grocery,account_takeover,63,162.2,2.92,0.025,0.0174,0.78,1,4,2,0.79,0.51,0,1,0,454.0,0.91,1,0.9052543,escalate,1
CASE00684,Young-Walter,beauty_cosmetics,organic_growth,515,109.2,1.11,0.042,0.0025,0.93,0,776,1,0.29,0.1,0,0,0,1257.0,0.99,0,0.02601772,auto_clear,0
CASE00685,"Boyd, Gutierrez and Hill",saas_subscription,bank_account_update,300,147.6,0.96,0.056,0.005,1.0,1,0,0,0.28,0.06,0,0,0,573.0,1.01,0,0.13837935,auto_clear,1
CASE00686,"Fry, Hobbs and Buck",electronics,festive_spike,356,154.4,3.5,0.081,0.0091,0.93,0,669,0,0.39,0.17,1,0,0,1159.0,1.26,0,0.042932503,auto_clear,1
CASE00687,"Shelton, Peters and Williams",food_delivery,festive_spike,380,186.7,3.2,0.123,0.0056,0.91,0,897,1,0.32,0.09,1,0,0,223.0,0.99,0,0.063847,auto_clear,1
CASE00688,David-Powers,travel_hospitality,organic_growth,1353,102.7,1.34,0.024,0.0025,0.98,0,200,0,0.33,0.05,0,0,0,1307.0,1.22,0,0.008141773,auto_clear,0
CASE00689,"Flores, Butler and Hernandez",grocery,card_testing_mule,18,168.1,3.51,0.035,0.0655,0.66,0,259,1,0.99,0.36,0,0,0,349.0,0.34,1,0.9383175,escalate,1
CASE00690,White-Medina,home_decor,festive_spike,750,126.5,2.64,0.07,0.0059,0.97,0,208,0,0.31,0.07,1,1,0,1609.0,0.97,0,0.10962607,auto_clear,1
CASE00691,Atkinson LLC,handicrafts_d2c,festive_spike,217,74.2,3.2,0.109,0.009,0.96,0,422,0,0.24,0.1,1,0,0,362.0,1.0,0,0.04188315,auto_clear,1
CASE00692,"Thomas, Ford and Brown",grocery,card_testing_mule,26,52.0,5.91,0.028,0.0789,0.56,0,881,0,0.73,0.5,0,2,1,165.0,0.55,1,0.99774253,escalate,1
